employee_id,genre,statut_marital,departement,poste,heure_supplementaires,domaine_etude,ayant_enfants,frequence_deplacement,age,revenu_mensuel,nombre_experiences_precedentes,nombre_heures_travailless,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,augementation_salaire_precedente,nombre_participation_pee,nb_formations_suivies,nombre_employee_sous_responsabilite,distance_domicile_travail,niveau_education,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,ratio_poste_entreprise,evolution_evaluation,satisfaction_globale,salaire_par_experience,duree_moyenne_poste,attrition_actual,dataset_type
848,M,Divorcé(e),Consulting,Tech Lead,Non,Infra & Cloud,Y,Frequent,25,5206,1,80,7,7,7,4,4,2,3,3,3,3,0.17,2,6,1,2,1,0,7,0.875,-1,3.25,650.75,3.5,0,train
849,M,Marié(e),Commercial,Cadre Commercial,Non,Infra & Cloud,Y,Occasionnel,33,6392,2,80,8,2,2,1,3,2,1,4,1,3,0.13,1,6,1,8,4,2,2,0.6666666666666666,0,1.75,710.2222222222222,2.6666666666666665,0,train
850,F,Célibataire,Commercial,Cadre Commercial,Oui,Marketing,Y,Occasionnel,28,9854,3,80,6,2,0,4,3,2,3,4,3,3,0.11,0,0,1,13,2,2,2,0.0,0,3.5,1407.7142857142858,1.5,1,train
851,F,Marié(e),Commercial,Cadre Commercial,Non,Marketing,Y,Frequent,60,10266,4,80,22,18,13,3,2,3,1,4,4,3,0.19,0,5,1,28,3,13,11,0.6842105263157895,1,3.0,446.3478260869565,4.4,0,train
852,M,Célibataire,Commercial,Cadre Commercial,Oui,Infra & Cloud,Y,Frequent,42,13758,0,80,22,21,9,3,3,4,1,2,2,3,0.12,0,2,1,12,3,13,14,0.4090909090909091,0,2.0,598.1739130434783,22.0,1,train
853,F,Célibataire,Consulting,Manager,Non,Transformation Digitale,Y,Occasionnel,34,6142,3,80,10,5,1,2,3,2,3,4,3,3,0.11,0,2,1,8,2,4,3,0.16666666666666666,0,3.0,558.3636363636364,2.5,0,train
854,F,Marié(e),Commercial,Cadre Commercial,Oui,Marketing,Y,Occasionnel,47,4537,0,80,8,7,6,3,3,2,4,1,3,4,0.22,1,2,1,2,2,7,7,0.75,1,2.75,504.1111111111111,8.0,0,train
855,M,Marié(e),Consulting,Manager,Non,Transformation Digitale,Y,Occasionnel,56,11103,7,80,30,10,7,3,3,4,4,3,2,3,0.11,0,1,1,9,3,1,1,0.6363636363636364,0,3.0,358.16129032258067,3.75,0,train
856,M,Célibataire,Consulting,Assistant de Direction,Non,Entrepreunariat,Y,Aucun,32,2718,2,80,12,7,7,2,3,1,2,2,3,3,0.14,0,3,1,5,4,0,7,0.875,0,2.25,209.07692307692307,4.0,0,train
857,M,Marié(e),Consulting,Senior Manager,Non,Transformation Digitale,Y,Occasionnel,49,18711,2,80,23,1,0,1,2,5,3,3,4,3,0.13,1,2,1,4,2,0,0,0.0,1,2.75,779.625,7.666666666666667,0,train
858,M,Marié(e),Consulting,Assistant de Direction,Oui,Transformation Digitale,Y,Frequent,37,2326,1,80,4,4,2,2,3,1,4,3,2,3,0.12,3,3,1,9,3,1,2,0.4,0,2.75,465.2,2.0,0,train
859,M,Célibataire,Commercial,Cadre Commercial,Non,Marketing,Y,Frequent,41,9355,1,80,8,8,7,1,3,2,2,3,3,3,0.18,0,5,1,4,3,7,7,0.7777777777777778,0,2.25,1039.4444444444443,4.0,1,train
860,F,Marié(e),Consulting,Consultant,Non,Transformation Digitale,Y,Occasionnel,37,3452,6,80,17,5,4,3,3,1,1,2,3,4,0.2,1,3,1,10,3,0,3,0.6666666666666666,1,2.25,191.77777777777777,2.4285714285714284,0,train
861,M,Célibataire,Commercial,Cadre Commercial,Non,Infra & Cloud,Y,Frequent,28,4898,0,80,5,4,2,3,3,2,1,4,3,3,0.14,0,5,1,7,3,1,3,0.4,0,2.75,816.3333333333334,5.0,0,train
862,F,Marié(e),Consulting,Assistant de Direction,Non,Infra & Cloud,Y,Frequent,27,4774,0,80,8,7,6,4,2,1,1,4,2,3,0.19,1,2,1,15,3,7,3,0.75,1,2.75,530.4444444444445,8.0,0,train
863,M,Divorcé(e),Consulting,Assistant de Direction,Non,Infra & Cloud,Y,Occasionnel,34,2768,3,80,14,7,3,4,2,1,3,3,3,3,0.12,1,3,1,2,4,5,7,0.375,1,3.25,184.53333333333333,3.5,0,train
864,F,Marié(e),Consulting,Tech Lead,Non,Infra & Cloud,Y,Occasionnel,37,6474,1,80,14,14,8,4,2,2,4,2,2,3,0.13,1,2,1,1,3,3,11,0.5333333333333333,1,3.0,431.6,7.0,0,train
865,F,Célibataire,Commercial,Cadre Commercial,Non,Infra & Cloud,Y,Frequent,59,5473,7,80,20,4,3,1,2,2,3,4,2,3,0.11,0,2,1,1,1,1,3,0.6,1,2.5,260.6190476190476,2.5,0,train
866,M,Divorcé(e),Consulting,Consultant,Non,Infra & Cloud,Y,Occasionnel,31,5915,3,80,10,7,7,4,3,2,4,4,2,4,0.22,1,3,1,7,4,1,7,0.875,1,3.5,537.7272727272727,2.5,0,train
867,M,Célibataire,Consulting,Assistant de Direction,Non,Transformation Digitale,Y,Occasionnel,31,2501,1,80,1,1,1,3,3,1,2,2,3,3,0.17,0,4,1,1,4,1,0,0.5,0,2.5,1250.5,0.5,0,train
868,M,Célibataire,Consulting,Assistant de Direction,Non,Entrepreunariat,Y,Occasionnel,36,4485,4,80,10,8,0,3,3,2,2,4,3,3,0.12,0,2,1,3,3,7,7,0.0,0,3.0,407.72727272727275,2.0,0,train
869,F,Marié(e),Consulting,Assistant de Direction,Non,Transformation Digitale,Y,Occasionnel,27,3517,7,80,5,3,2,2,4,1,3,1,3,3,0.17,0,0,1,8,3,0,2,0.5,-1,2.25,586.1666666666666,0.625,0,train
870,M,Célibataire,Consulting,Directeur Technique,Non,Transformation Digitale,Y,Occasionnel,40,19626,1,80,21,20,7,3,2,5,3,1,4,3,0.14,0,2,1,14,3,4,9,0.3333333333333333,1,2.75,892.0909090909091,10.5,0,train
871,F,Marié(e),Consulting,Tech Lead,Non,Infra & Cloud,Y,Occasionnel,25,4898,0,80,5,4,2,1,3,2,3,4,3,3,0.12,2,3,1,1,3,1,2,0.4,0,2.75,816.3333333333334,5.0,0,train
872,M,Célibataire,Commercial,Cadre Commercial,Non,Infra & Cloud,Y,Aucun,41,6230,7,80,16,14,3,4,3,2,4,4,3,3,0.14,0,3,1,10,2,1,10,0.2,0,3.75,366.47058823529414,2.0,0,train
873,M,Divorcé(e),Commercial,Cadre Commercial,Non,Infra & Cloud,Y,Frequent,50,6728,7,80,12,6,3,2,3,2,3,4,3,3,0.12,2,3,1,1,4,0,1,0.42857142857142855,0,3.0,517.5384615384615,1.5,1,train
874,M,Marié(e),Commercial,Représentant Commercial,Non,Transformation Digitale,Y,Frequent,24,2400,0,80,3,2,2,4,3,1,4,3,3,3,0.13,2,3,1,24,3,2,1,0.6666666666666666,0,3.5,600.0,3.0,0,train
875,M,Divorcé(e),Commercial,Cadre Commercial,Oui,Marketing,Y,Occasionnel,33,8380,0,80,10,9,8,4,4,3,3,4,3,3,0.14,2,3,1,10,5,0,8,0.8,-1,3.5,761.8181818181819,10.0,0,train
876,M,Célibataire,Commercial,Représentant Commercial,Non,Infra & Cloud,Y,Occasionnel,29,2642,1,80,1,1,0,3,3,1,3,3,3,3,0.11,0,6,1,10,3,0,0,0.0,0,3.0,1321.0,0.5,0,train
877,F,Marié(e),Consulting,Consultant,Oui,Infra & Cloud,Y,Occasionnel,42,5231,2,80,17,5,3,3,4,2,4,2,2,3,0.13,1,1,1,3,3,1,3,0.5,-1,2.75,290.6111111111111,5.666666666666667,0,train
878,M,Célibataire,Consulting,Manager,Non,Autre,Y,Occasionnel,42,6781,3,80,14,1,0,1,2,2,4,2,3,4,0.23,0,6,1,2,4,0,0,0.0,2,2.5,452.06666666666666,3.5,0,train
879,F,Célibataire,Commercial,Représentant Commercial,Non,Infra & Cloud,Y,Aucun,33,2342,0,80,3,2,2,2,2,1,4,4,2,3,0.19,0,2,1,8,1,2,2,0.6666666666666666,1,3.0,585.5,3.0,0,train
880,F,Célibataire,Consulting,Assistant de Direction,Oui,Infra & Cloud,Y,Occasionnel,19,2994,1,80,1,1,0,2,4,1,4,4,3,3,0.12,0,2,1,25,3,0,1,0.0,-1,3.25,1497.0,0.5,0,train
881,F,Marié(e),Commercial,Cadre Commercial,Oui,Marketing,Y,Occasionnel,26,4157,7,80,5,2,2,3,2,2,4,3,2,3,0.19,1,2,1,23,3,0,0,0.6666666666666666,1,3.0,692.8333333333334,0.625,0,train
882,F,Marié(e),Commercial,Représentant Commercial,Non,Infra & Cloud,Y,Occasionnel,35,2572,1,80,3,3,2,1,3,1,4,2,2,3,0.16,1,1,1,8,4,0,2,0.5,0,2.25,643.0,1.5,0,train
883,M,Marié(e),Consulting,Senior Manager,Oui,Infra & Cloud,Y,Aucun,47,11849,1,80,10,10,7,1,3,3,2,4,2,3,0.12,1,2,1,29,4,9,9,0.6363636363636364,0,2.25,1077.1818181818182,5.0,1,train
884,M,Divorcé(e),Consulting,Assistant de Direction,Non,Infra & Cloud,Y,Frequent,30,2613,1,80,10,10,7,1,1,1,3,3,2,4,0.25,3,2,1,23,3,0,9,0.6363636363636364,3,2.25,237.54545454545453,5.0,0,train
885,M,Marié(e),Consulting,Consultant,Non,Infra & Cloud,Y,Occasionnel,35,2690,1,80,1,1,0,3,2,1,4,4,2,3,0.18,1,5,1,7,2,0,1,0.0,1,3.25,1345.0,0.5,0,train
886,M,Divorcé(e),Commercial,Cadre Commercial,Non,Infra & Cloud,Y,Occasionnel,32,4403,2,80,8,5,2,2,3,2,4,3,2,3,0.11,1,3,1,13,4,0,3,0.3333333333333333,0,2.75,489.22222222222223,2.6666666666666665,0,train
887,F,Marié(e),Consulting,Consultant,Non,Infra & Cloud,Y,Occasionnel,34,3294,5,80,7,5,4,4,2,1,2,1,2,3,0.17,1,2,1,1,3,0,2,0.6666666666666666,1,2.25,411.75,1.1666666666666667,0,train
888,M,Marié(e),Consulting,Senior Manager,Oui,Transformation Digitale,Y,Occasionnel,55,19859,5,80,24,5,2,4,3,5,1,4,3,3,0.13,1,2,1,2,3,1,4,0.3333333333333333,0,3.0,794.36,4.0,1,train
889,M,Divorcé(e),Consulting,Senior Manager,Non,Infra & Cloud,Y,Aucun,50,17924,1,80,31,31,6,1,3,4,1,4,3,3,0.11,1,3,1,2,4,14,7,0.1875,0,2.25,560.125,15.5,0,train
890,F,Marié(e),Consulting,Assistant de Direction,Non,Infra & Cloud,Y,Occasionnel,36,2543,4,80,6,2,2,4,3,1,3,2,3,3,0.13,1,3,1,2,3,2,2,0.6666666666666666,0,3.0,363.2857142857143,1.2,0,train
891,M,Marié(e),Consulting,Manager,Oui,Transformation Digitale,Y,Frequent,50,11245,2,80,32,30,8,2,3,4,3,3,3,3,0.15,1,3,1,20,5,12,13,0.25806451612903225,0,2.75,340.75757575757575,10.666666666666666,0,train
892,F,Marié(e),Consulting,Consultant,Oui,Infra & Cloud,Y,Occasionnel,28,2515,1,80,1,1,1,3,3,1,4,4,2,3,0.11,0,4,1,12,1,0,0,0.5,0,3.25,1257.5,0.5,1,train
893,M,Marié(e),Consulting,Manager,Non,Transformation Digitale,Y,Occasionnel,31,5582,0,80,10,9,0,2,2,2,4,2,3,4,0.21,1,2,1,23,3,7,8,0.0,2,2.75,507.45454545454544,10.0,0,train
894,F,Célibataire,Commercial,Cadre Commercial,Oui,Marketing,Y,Occasionnel,36,9278,3,80,15,5,4,1,3,2,2,4,3,3,0.16,0,3,1,3,4,0,1,0.6666666666666666,0,2.5,579.875,3.75,0,train
895,M,Divorcé(e),Consulting,Tech Lead,Non,Infra & Cloud,Y,Frequent,27,8793,1,80,9,9,7,4,3,3,1,3,2,4,0.21,2,4,1,10,2,1,7,0.7,1,2.5,879.3,4.5,0,train
896,F,Marié(e),Commercial,Représentant Commercial,Non,Infra & Cloud,Y,Occasionnel,32,3931,2,80,6,4,3,3,3,1,2,1,3,3,0.11,1,5,1,4,2,1,2,0.6,0,2.25,561.5714285714286,2.0,0,train
897,M,Célibataire,Consulting,Assistant de Direction,Non,Transformation Digitale,Y,Occasionnel,25,3424,7,80,6,4,3,1,4,1,1,3,2,3,0.13,0,3,1,2,1,0,1,0.6,-1,1.75,489.14285714285717,0.75,0,train
898,F,Marié(e),Commercial,Senior Manager,Non,Infra & Cloud,Y,Occasionnel,40,18041,0,80,21,20,15,3,3,5,3,4,3,3,0.14,0,2,1,2,4,1,12,0.7142857142857143,0,3.25,820.0454545454545,21.0,0,train
899,F,Marié(e),Consulting,Directeur Technique,Non,Autre,Y,Occasionnel,49,16413,3,80,27,4,2,1,3,4,2,2,3,3,0.16,2,2,1,22,4,1,2,0.4,0,2.0,586.1785714285714,6.75,0,train
900,M,Divorcé(e),Consulting,Manager,Non,Infra & Cloud,Y,Frequent,33,7725,3,80,15,13,11,3,3,2,4,3,1,4,0.23,1,2,1,6,3,4,7,0.7857142857142857,1,2.75,482.8125,3.75,0,train
901,M,Célibataire,Consulting,Assistant de Direction,Non,Infra & Cloud,Y,Occasionnel,32,2956,1,80,1,1,0,4,3,1,1,4,3,3,0.13,0,2,1,1,1,0,0,0.0,0,3.0,1478.0,0.5,0,train
902,M,Célibataire,Commercial,Représentant Commercial,Oui,Infra & Cloud,Y,Occasionnel,36,2644,3,80,7,3,2,3,3,1,4,4,2,4,0.21,0,3,1,2,4,1,2,0.5,1,3.25,330.5,1.75,0,train
903,F,Célibataire,Consulting,Tech Lead,Non,Entrepreunariat,Y,Occasionnel,51,13142,3,80,29,5,2,4,2,4,2,2,2,3,0.16,0,1,1,11,2,0,3,0.3333333333333333,1,2.5,438.06666666666666,7.25,0,train
904,M,Marié(e),Commercial,Représentant Commercial,Non,Infra & Cloud,Y,Frequent,30,2033,1,80,1,1,0,2,2,1,1,3,4,3,0.18,1,2,1,12,4,0,0,0.0,1,2.5,1016.5,0.5,1,train
905,F,Marié(e),Consulting,Senior Manager,Non,Transformation Digitale,Y,Occasionnel,54,17426,3,80,36,10,8,2,3,4,3,3,3,4,0.25,1,6,1,22,5,4,7,0.7272727272727273,1,2.75,470.97297297297297,9.0,0,train
906,F,Marié(e),Commercial,Cadre Commercial,Non,Marketing,Y,Frequent,31,9637,2,80,9,3,2,1,3,3,1,4,3,3,0.14,2,3,1,7,4,2,2,0.5,0,2.25,963.7,3.0,0,train
907,M,Divorcé(e),Consulting,Consultant,Non,Autre,Y,Occasionnel,35,3917,1,80,3,3,2,2,3,1,4,1,2,4,0.2,1,4,1,10,3,1,2,0.5,1,2.25,979.25,1.5,0,train
908,F,Célibataire,Consulting,Consultant,Non,Infra & Cloud,Y,Occasionnel,47,2105,4,80,7,2,2,2,3,1,3,3,3,3,0.12,0,2,1,9,4,2,0,0.6666666666666666,0,2.75,263.125,1.4,0,train
909,F,Divorcé(e),Consulting,Consultant,Non,Transformation Digitale,Y,Occasionnel,45,2270,3,80,8,5,3,4,3,1,4,4,3,3,0.14,2,2,1,1,4,0,2,0.5,0,3.75,252.22222222222223,2.0,0,train
910,M,Divorcé(e),Consulting,Directeur Technique,Oui,Entrepreunariat,Y,Occasionnel,27,12808,1,80,9,9,8,3,2,3,4,2,3,3,0.16,1,3,1,5,1,0,8,0.8,1,3.0,1280.8,4.5,0,train
911,F,Divorcé(e),Consulting,Tech Lead,Oui,Infra & Cloud,Y,Occasionnel,47,10333,8,80,28,22,11,3,2,3,2,3,3,3,0.12,1,4,1,4,3,14,10,0.4782608695652174,1,2.75,356.3103448275862,3.111111111111111,0,train
912,M,Marié(e),Consulting,Manager,Oui,Infra & Cloud,Y,Occasionnel,55,4035,0,80,4,3,2,4,3,2,3,2,3,3,0.16,0,2,1,4,4,1,2,0.5,0,3.0,807.0,4.0,0,train
913,M,Marié(e),Ressources Humaines,Ressources Humaines,Non,Transformation Digitale,Y,Occasionnel,54,10725,2,80,16,9,7,3,3,3,2,3,4,3,0.15,1,1,1,19,4,7,1,0.7,0,3.0,630.8823529411765,5.333333333333333,0,train
914,F,Célibataire,Consulting,Tech Lead,Oui,Transformation Digitale,Y,Occasionnel,31,7143,1,80,11,11,9,3,3,3,4,3,2,3,0.14,0,2,1,7,4,4,10,0.75,0,3.0,595.25,5.5,0,train
915,F,Marié(e),Commercial,Senior Manager,Non,Infra & Cloud,Y,Occasionnel,41,16595,7,80,22,18,16,2,3,4,1,2,3,3,0.16,1,2,1,2,5,11,8,0.8421052631578947,0,2.0,721.5217391304348,2.75,0,train
916,M,Divorcé(e),Consulting,Manager,Non,Infra & Cloud,Y,Frequent,29,8853,1,80,6,6,4,1,3,2,4,4,4,3,0.19,1,0,1,2,1,1,3,0.5714285714285714,0,3.25,1264.7142857142858,3.0,0,train
917,M,Marié(e),Commercial,Cadre Commercial,Non,Transformation Digitale,Y,Occasionnel,39,8237,2,80,11,7,6,4,4,3,3,1,3,3,0.11,1,3,1,6,3,7,6,0.75,-1,2.75,686.4166666666666,3.6666666666666665,0,train
918,M,Divorcé(e),Consulting,Manager,Non,Transformation Digitale,Y,Occasionnel,39,9613,0,80,19,18,10,3,4,3,4,1,2,3,0.17,3,5,1,1,3,3,7,0.5263157894736842,-1,2.5,480.65,19.0,0,train
919,M,Marié(e),Consulting,Assistant de Direction,Oui,Infra & Cloud,Y,Occasionnel,31,2356,3,80,8,6,4,4,3,1,4,2,3,3,0.19,1,2,1,11,4,0,2,0.5714285714285714,0,3.25,261.77777777777777,2.0,0,train
920,M,Marié(e),Consulting,Manager,Oui,Infra & Cloud,Y,Occasionnel,35,7632,4,80,10,8,7,4,3,3,3,3,3,3,0.12,0,2,1,16,3,0,0,0.7777777777777778,0,3.25,693.8181818181819,2.0,0,train
921,M,Divorcé(e),Consulting,Consultant,Non,Transformation Digitale,Y,Occasionnel,24,3907,1,80,6,6,2,2,3,1,1,2,4,3,0.13,3,2,1,29,1,1,2,0.2857142857142857,0,2.25,558.1428571428571,3.0,0,train
922,M,Marié(e),Consulting,Tech Lead,Non,Entrepreunariat,Y,Frequent,27,4298,5,80,6,2,2,3,2,2,1,3,3,3,0.19,1,1,1,1,1,2,0,0.6666666666666666,1,2.5,614.0,1.0,0,train
923,M,Marié(e),Consulting,Consultant,Non,Transformation Digitale,Y,Occasionnel,26,2305,1,80,3,3,2,4,1,1,3,3,4,3,0.15,3,3,1,17,4,0,2,0.5,2,3.5,576.25,1.5,0,train
924,M,Divorcé(e),Consulting,Directeur Technique,Oui,Autre,Y,Occasionnel,43,16627,4,80,21,1,0,2,2,4,4,3,2,3,0.14,1,3,1,6,4,0,0,0.0,1,2.75,755.7727272727273,4.2,0,train
925,M,Marié(e),Consulting,Assistant de Direction,Oui,Infra & Cloud,Y,Occasionnel,27,2235,1,80,9,9,7,1,3,1,1,4,2,3,0.14,2,3,1,14,3,6,8,0.7,0,2.0,223.5,4.5,0,train
926,M,Marié(e),Consulting,Consultant,Non,Transformation Digitale,Y,Frequent,36,2571,4,80,17,5,2,3,4,2,4,3,3,3,0.17,1,3,1,23,2,0,3,0.3333333333333333,-1,3.25,142.83333333333334,3.4,0,train
927,M,Marié(e),Commercial,Cadre Commercial,Oui,Marketing,Y,Frequent,31,5617,1,80,10,10,7,1,3,2,4,3,3,3,0.11,0,4,1,26,4,0,8,0.6363636363636364,0,2.75,510.6363636363636,5.0,1,train
928,M,Marié(e),Consulting,Directeur Technique,Non,Transformation Digitale,Y,Occasionnel,50,17639,5,80,30,4,3,3,3,4,3,4,3,3,0.16,0,3,1,2,3,0,3,0.6,0,3.25,569.0,5.0,0,train
929,M,Marié(e),Commercial,Cadre Commercial,Non,Marketing,Y,Aucun,33,6146,0,80,8,7,7,3,3,2,2,1,4,3,0.13,1,2,1,22,2,0,7,0.875,0,2.5,682.8888888888889,8.0,0,train
930,M,Célibataire,Consulting,Tech Lead,Non,Infra & Cloud,Y,Aucun,36,7779,2,80,18,11,9,1,3,2,4,1,3,4,0.2,0,0,1,18,4,0,9,0.75,1,2.25,409.42105263157896,6.0,0,train
931,M,Marié(e),Ressources Humaines,Ressources Humaines,Non,Ressources Humaines,Y,Occasionnel,36,2143,4,80,8,5,2,3,3,1,2,2,3,3,0.13,1,2,1,13,3,0,4,0.3333333333333333,0,2.5,238.11111111111111,1.6,0,train
932,M,Marié(e),Consulting,Tech Lead,Non,Entrepreunariat,Y,Aucun,29,4319,1,80,10,10,7,4,3,2,3,1,3,3,0.13,1,1,1,1,1,0,9,0.6363636363636364,0,2.75,392.6363636363636,5.0,0,train
933,F,Marié(e),Ressources Humaines,Ressources Humaines,Non,Infra & Cloud,Y,Occasionnel,26,2942,1,80,8,8,7,3,3,1,3,4,3,4,0.23,1,3,1,25,1,5,7,0.7777777777777778,1,3.25,326.8888888888889,4.0,0,train
934,M,Divorcé(e),Consulting,Assistant de Direction,Non,Transformation Digitale,Y,Aucun,43,2089,4,80,7,5,4,4,4,1,4,4,4,3,0.14,3,3,1,7,3,2,2,0.6666666666666666,-1,4.0,261.125,1.4,0,train
935,F,Divorcé(e),Commercial,Représentant Commercial,Oui,Entrepreunariat,Y,Occasionnel,34,2579,1,80,8,8,2,3,3,1,3,4,3,3,0.18,2,3,1,14,3,0,6,0.2222222222222222,0,3.25,286.55555555555554,4.0,0,train
936,M,Marié(e),Commercial,Cadre Commercial,Non,Marketing,Y,Aucun,47,4978,7,80,4,1,0,3,3,2,2,4,1,3,0.11,1,3,1,2,4,0,0,0.0,0,2.5,995.6,0.5,0,train
937,M,Marié(e),Consulting,Manager,Oui,Transformation Digitale,Y,Occasionnel,45,13496,0,80,21,20,7,3,3,4,4,2,3,3,0.14,0,2,1,20,2,4,10,0.3333333333333333,0,3.0,613.4545454545455,21.0,0,train
938,F,Marié(e),Consulting,Directeur Technique,Non,Transformation Digitale,Y,Occasionnel,47,17169,3,80,26,20,17,1,3,4,3,2,4,3,0.19,2,2,1,2,4,5,6,0.8095238095238095,0,2.5,635.8888888888889,6.5,0,train
939,M,Célibataire,Commercial,Cadre Commercial,Oui,Marketing,Y,Occasionnel,32,9907,7,80,7,2,2,3,2,2,2,3,2,3,0.12,0,3,1,2,4,2,2,0.6666666666666666,1,2.5,1238.375,0.875,1,train
940,M,Célibataire,Consulting,Directeur Technique,Non,Transformation Digitale,Y,Occasionnel,53,16598,4,80,35,9,8,4,4,4,2,2,2,3,0.12,0,2,1,2,3,8,8,0.8,-1,2.5,461.05555555555554,7.0,0,train
941,F,Célibataire,Commercial,Cadre Commercial,Oui,Marketing,Y,Occasionnel,34,4538,0,80,4,3,2,3,3,2,1,4,3,3,0.12,0,3,1,2,3,0,2,0.5,0,2.75,907.6,4.0,0,train
942,M,Célibataire,Consulting,Tech Lead,Non,Infra & Cloud,Y,Occasionnel,39,4534,0,80,9,8,7,1,3,2,3,1,3,3,0.11,0,6,1,18,2,1,7,0.7777777777777778,0,2.0,453.4,9.0,0,train
943,M,Marié(e),Commercial,Cadre Commercial,Non,Transformation Digitale,Y,Aucun,28,4221,1,80,5,5,4,2,3,2,3,2,4,3,0.15,0,3,1,4,3,0,4,0.6666666666666666,0,2.75,703.5,2.5,0,train
944,F,Divorcé(e),Consulting,Senior Manager,Non,Transformation Digitale,Y,Frequent,48,17174,3,80,24,22,17,4,3,4,4,2,3,3,0.11,1,3,1,22,3,4,7,0.7391304347826086,0,3.25,686.96,6.0,0,train
945,M,Divorcé(e),Consulting,Assistant de Direction,Oui,Transformation Digitale,Y,Occasionnel,37,5974,4,80,13,7,7,3,4,2,1,1,3,3,0.13,2,2,1,6,3,6,7,0.875,-1,2.0,426.7142857142857,2.6,0,train
946,F,Marié(e),Consulting,Tech Lead,Oui,Infra & Cloud,Y,Occasionnel,22,4171,0,80,4,3,2,2,3,2,3,1,4,3,0.19,1,3,1,3,1,0,2,0.5,0,2.5,834.2,4.0,1,train
947,M,Marié(e),Consulting,Directeur Technique,Non,Infra & Cloud,Y,Occasionnel,46,17861,6,80,26,3,2,1,3,4,3,3,1,3,0.13,0,2,1,2,3,0,1,0.5,0,2.0,661.5185185185185,3.7142857142857144,0,train
948,M,Célibataire,Consulting,Manager,Non,Infra & Cloud,Y,Occasionnel,46,5562,6,80,19,10,7,3,3,2,2,4,3,3,0.14,0,3,1,13,4,0,9,0.6363636363636364,0,3.0,278.1,2.7142857142857144,0,train
949,M,Célibataire,Commercial,Cadre Commercial,Non,Marketing,Y,Occasionnel,47,4960,2,80,20,7,7,4,3,2,1,4,3,3,0.12,0,2,1,14,4,1,7,0.875,0,3.0,236.1904761904762,6.666666666666667,0,train
950,M,Marié(e),Ressources Humaines,Ressources Humaines,Non,Transformation Digitale,Y,Frequent,24,2145,0,80,3,2,2,1,3,1,4,4,3,3,0.14,1,2,1,10,3,2,1,0.6666666666666666,0,3.0,536.25,3.0,0,train
951,M,Marié(e),Consulting,Directeur Technique,Non,Transformation Digitale,Y,Occasionnel,42,13348,9,80,18,13,7,3,3,3,1,2,4,3,0.13,1,3,1,6,3,5,7,0.5,0,2.5,702.5263157894736,1.8,0,train
952,M,Célibataire,Consulting,Tech Lead,Oui,Transformation Digitale,Y,Frequent,44,10209,5,80,16,2,2,2,3,3,3,2,2,3,0.18,0,2,1,2,1,2,2,0.6666666666666666,0,2.25,600.5294117647059,2.6666666666666665,0,train
953,M,Célibataire,Consulting,Assistant de Direction,Oui,Transformation Digitale,Y,Occasionnel,44,2436,6,80,6,4,3,2,3,1,4,3,3,3,0.12,0,2,1,1,3,1,2,0.6,0,3.0,348.0,0.8571428571428571,0,train
954,F,Célibataire,Consulting,Directeur Technique,Non,Transformation Digitale,Y,Occasionnel,54,17328,6,80,29,20,7,4,3,4,4,4,2,3,0.19,0,3,1,1,3,12,7,0.3333333333333333,0,3.5,577.6,4.142857142857143,0,train
955,F,Marié(e),Ressources Humaines,Ressources Humaines,Non,Infra & Cloud,Y,Occasionnel,45,9756,4,80,9,5,0,3,1,3,3,3,4,4,0.21,2,2,1,4,3,0,3,0.0,3,3.25,975.6,1.8,0,train
956,M,Marié(e),Consulting,Assistant de Direction,Non,Transformation Digitale,Y,Aucun,27,1706,1,80,0,0,0,4,3,1,4,3,2,3,0.11,3,6,1,3,3,0,0,0.0,0,3.25,1706.0,0.0,0,train
957,M,Célibataire,Consulting,Assistant de Direction,Oui,Entrepreunariat,Y,Frequent,30,2285,9,80,3,1,0,3,3,1,4,3,3,4,0.23,0,4,1,4,3,0,0,0.0,1,3.25,571.25,0.3,1,train
958,F,Marié(e),Consulting,Consultant,Non,Entrepreunariat,Y,Occasionnel,27,2811,9,80,4,2,2,3,3,1,2,2,3,3,0.14,1,2,1,16,4,2,2,0.6666666666666666,0,2.5,562.2,0.4,0,train
959,F,Divorcé(e),Consulting,Assistant de Direction,Non,Infra & Cloud,Y,Occasionnel,29,3760,1,80,3,3,2,1,3,1,4,1,3,3,0.15,3,5,1,1,3,1,2,0.5,0,2.25,940.0,1.5,0,train
960,F,Marié(e),Consulting,Assistant de Direction,Oui,Transformation Digitale,Y,Frequent,26,2366,1,80,8,8,7,3,2,1,3,1,3,3,0.14,1,2,1,5,2,1,7,0.7777777777777778,1,2.5,262.8888888888889,4.0,1,train
961,M,Divorcé(e),Consulting,Manager,Non,Infra & Cloud,Y,Occasionnel,36,6842,6,80,13,5,4,4,4,2,1,1,3,4,0.2,1,3,1,3,2,0,4,0.6666666666666666,0,2.25,488.7142857142857,1.8571428571428572,0,train
